word,emotion,color,orientation,sentiment,subjectivity,source
سلس البول,surprise,yellow,,,,emolex
متعذر تعليله,surprise,,,negative,strong,emolex
نادر,surprise,,,,,emolex
هزة,surprise,orange,,negative,weak,emolex
حكم,surprise,,,,weak,emolex
حذر,surprise,,,negative,strong,emolex
اندفع,surprise,,,,,emolex
ساحر,surprise,,,,,emolex
أعجوبة,surprise,white,active,positive,strong,emolex
تقليد,surprise,,,negative,,emolex
تعديل,surprise,,active,,,emolex
فوهة,surprise,,,,,emolex
صوفي,surprise,purple,,,,emolex
اعتقل,surprise,black,,negative,,emolex
أبطل,surprise,,,negative,,emolex
عرضي,surprise,,,,,emolex
أصالة , إبداع, طرافة,surprise,,,positive,weak,emolex
شائن , شنيع , مخز , فظيع,surprise,,,negative,strong,emolex
تقدير مبالغ فيه,surprise,,,,,emolex
واضح,surprise,,,,,emolex
ألم مفاجئ,surprise,,,negative,,emolex
بالمصادفة,surprise,,,,,emolex
شبه,surprise,,,,,emolex
لافتة,surprise,,,,,emolex
قطبية,surprise,white,,,,emolex
فرقعة,surprise,,,negative,,emolex
تأجيل,surprise,,,negative,,emolex
مزحة,surprise,,,negative,,emolex
سابق لأوانه,surprise,pink,,,,emolex
نقاء,surprise,white,,positive,weak,emolex
سرعة,surprise,,,positive,,emolex
زئبقي,surprise,,,negative,,emolex
بشكل عشوائي,surprise,,,negative,,emolex
سريعون,surprise,red,active,positive,weak,emolex
ندرة,surprise,,,,,emolex
ظهر من جديد,surprise,,,,,emolex
لا ارادي,surprise,,passive,,,emolex
لغز,surprise,,,,,emolex
هجمة , طلعة ,هجم على,surprise,pink,,,,emolex
مشاجرة,surprise,,,negative,,emolex
سرية,surprise,,,,,emolex
بصورة مروعة,surprise,,,negative,strong,emolex
بشكل استثنائي,surprise,,,,,emolex
انزلاق,surprise,,passive,negative,,emolex
عقبة,surprise,yellow,,negative,,emolex
جسدي,surprise,,,negative,,emolex
دفقة,surprise,blue,,,,emolex
ذهل,surprise,,passive,negative,weak,emolex
مذهل,surprise,,,negative,strong,emolex
ثابت,surprise,,,positive,weak,emolex
تسلل,surprise,black,,,,emolex
خلسة,surprise,black,,,,emolex
مفاجئ,surprise,,,,,emolex
فجأة,surprise,,,,,emolex
يندفع يقوة,surprise,red,,positive,strong,emolex
مندهش,surprise,pink,,,,emolex
مفاجئ,surprise,,,,strong,emolex
إحباط,surprise,brown,active,negative,strong,emolex
قلب , أطاح , سقط , انقلب,surprise,black,,negative,weak,emolex
الخدعة,surprise,grey,active,negative,strong,emolex
رحلة قصيرة,surprise,,,,,emolex
ورقة رابحة,surprise,,,positive,strong,emolex
غير متوقعة,surprise,,,,,emolex
كشف,surprise,,,,,emolex
يقلل من شأن,surprise,,,negative,strong,emolex
غير المكتشفة,surprise,,,,,emolex
بشكل غير متوقع,surprise,,,negative,strong,emolex
غير متوقع,surprise,,,negative,weak,emolex
غير مصون,surprise,,,,,emolex
غير معقول,surprise,purple,,negative,strong,emolex
غير مقصود,surprise,,,,,emolex
عن غير قصد,surprise,,,negative,,emolex
فريد,surprise,orange,,positive,weak,emolex
غير مسبوق,surprise,,,negative,strong,emolex
لا يمكن التنبؤ به,surprise,orange,,negative,weak,emolex
المطمئنين,surprise,,,negative,strong,emolex
تلاشى,surprise,,active,negative,weak,emolex
متغير,surprise,yellow,,,,emolex
بري,surprise,,,negative,weak,emolex
مهرج,surprise,orange,,,,emolex
غفران,joy,,,positive,,emolex
الوفيرة,joy,,,positive,weak,emolex
إنجاز,joy,,active,positive,weak,emolex
إنجاز,joy,,,positive,,emolex
بلغ هدفا,joy,green,active,positive,weak,emolex
بديع,joy,,,positive,strong,emolex
إعجاب,joy,white,,positive,strong,emolex
بديع,joy,,,positive,strong,emolex
هيام,joy,pink,,positive,,emolex
جماليات,joy,,,positive,,emolex
تاثير,joy,,,positive,strong,emolex
ترف,joy,green,,positive,weak,emolex
مثير للدهشة,joy,white,,positive,strong,emolex
آمين,joy,white,,positive,,emolex
ظريف,joy,,,positive,strong,emolex
عفو عام,joy,,,positive,weak,emolex
سلى,joy,,active,positive,strong,emolex
مسليا,joy,,,positive,,emolex
تسلية,joy,,,positive,strong,emolex
مسل,joy,,,positive,strong,emolex
ملائكي,joy,white,,positive,strong,emolex
مفعم بالحيوية,joy,,,positive,weak,emolex
تصفيق,joy,,,positive,,emolex
تقدير,joy,,passive,positive,strong,emolex
يوافق,joy,white,,positive,weak,emolex
دهشة,joy,,,positive,strong,emolex
حقيقي,joy,green,,positive,weak,emolex
طفل,joy,pink,,positive,strong,emolex
معمودية,joy,white,,positive,,emolex
شاطئ بحر,joy,,,,,emolex
الحزم,joy,yellow,,positive,,emolex
تجميل,joy,red,,positive,,emolex
جميلة,joy,pink,,positive,strong,emolex
تجميل,joy,pink,active,positive,strong,emolex
جمال,joy,,,positive,strong,emolex
بيرة,joy,,,positive,,emolex
بدين,joy,,active,positive,strong,emolex
خير,joy,white,,positive,strong,emolex
حميدة,joy,,passive,positive,weak,emolex
مبارك,joy,white,,positive,,emolex
النعيم,joy,,,positive,strong,emolex
في هناء,joy,,,positive,strong,emolex
زهر,joy,pink,active,positive,weak,emolex
منجم ثراء,joy,,,positive,,emolex
باقة أزهار,joy,pink,,positive,,emolex
إشبينة العروس,joy,,,positive,,emolex
سطع,joy,yellow,,positive,weak,emolex
بوسه,joy,,,positive,,emolex
عجل,joy,brown,,positive,,emolex
أغنية مرحة,joy,,,positive,,emolex
كاتدرائية,joy,white,,positive,,emolex
مراسم,joy,pink,,positive,,emolex
الاعمال الخيرية,joy,,,positive,weak,emolex
سحر,joy,,,negative,,emolex
مرح,joy,pink,,positive,strong,emolex
هتاف,joy,,,positive,,emolex
مرحلة الطفولة,joy,,,positive,,emolex
غرد,joy,yellow,,positive,,emolex
الكورال,joy,,,positive,,emolex
خورسي,joy,white,,positive,,emolex
متحضر,joy,,,positive,,emolex
كلاسيكيات,joy,,,positive,,emolex
نظيف,joy,white,active,positive,weak,emolex
قرب,joy,orange,,positive,strong,emolex
جدير بالثناء,joy,red,,positive,strong,emolex
طائفة,joy,white,,positive,,emolex
رفيق,joy,blue,,positive,,emolex
مصالحة,joy,,,positive,,emolex
واثق,joy,,,positive,strong,emolex
تهنيئي,joy,white,,positive,strong,emolex
متذوق,joy,blue,,positive,,emolex
يحتوى,joy,,passive,positive,strong,emolex
تتويج,joy,yellow,,positive,,emolex
خلق,joy,,active,positive,,emolex
عناق,joy,,active,positive,,emolex
رقص,joy,,active,positive,weak,emolex
حبيبي,joy,pink,,positive,strong,emolex
ابنة,joy,pink,,positive,,emolex
لذيذ,joy,,,positive,strong,emolex
إيضاحي,joy,,,positive,,emolex
الماس,joy,white,,positive,,emolex
مذكرات,joy,pink,,positive,,emolex
أغنية قصيرة وبسيطة,joy,,,positive,,emolex
دمية,joy,pink,,,,emolex
دولفين,joy,grey,,positive,,emolex
مبتهج,joy,yellow,,positive,strong,emolex
كهربائي,joy,grey,,positive,,emolex
أنيق,joy,,,positive,strong,emolex
مسحور,joy,pink,,positive,strong,emolex
التشجيع,joy,,active,positive,weak,emolex
جذاب,joy,,,positive,strong,emolex
تنوير,joy,yellow,,positive,weak,emolex
تنوير,joy,white,,positive,weak,emolex
أحيا,joy,green,,positive,weak,emolex
ترفيه,joy,blue,active,positive,weak,emolex
مسلى,joy,,,positive,,emolex
مساواة,joy,white,,positive,weak,emolex
أنشئت,joy,white,,positive,weak,emolex
التقدير,joy,,,positive,strong,emolex
دائم الخضرة,joy,green,,positive,,emolex
تمجيد,joy,white,,positive,strong,emolex
مفخم,joy,white,,positive,strong,emolex
ممتاز,joy,,,positive,strong,emolex
ابتهاج,joy,,,positive,strong,emolex
وسيلة,joy,,,positive,weak,emolex
رائع,joy,purple,,positive,strong,emolex
وفرة,joy,pink,,positive,strong,emolex
مفضل,joy,,,positive,strong,emolex
سعادة,joy,,,positive,strong,emolex
احتفالي,joy,purple,,positive,strong,emolex
الاخلاص,joy,blue,,positive,strong,emolex
طرى,joy,,,positive,strong,emolex
ولع,joy,,,positive,strong,emolex
طعام,joy,,,positive,,emolex
الأجداد,joy,,,positive,,emolex
ثبات,joy,red,,positive,strong,emolex
وجدت,joy,,active,positive,,emolex
أخوي,joy,blue,,positive,,emolex
حرية,joy,white,,positive,weak,emolex
بحرية,joy,,,positive,,emolex
صديق,joy,pink,,positive,weak,emolex
صداقة,joy,,,positive,strong,emolex
صداقة,joy,,,positive,weak,emolex
مرح,joy,,active,positive,strong,emolex
تحقيق,joy,,,positive,,emolex
حديقة,joy,green,,positive,,emolex
جوهرة,joy,,,positive,weak,emolex
كريم - سخي,joy,,,positive,strong,emolex
لطيف,joy,,,positive,weak,emolex
قهقه,joy,,,positive,,emolex
فرح,joy,,,positive,strong,emolex
طرب,joy,,,positive,strong,emolex
تمجيد,joy,purple,,positive,,emolex
إلهي,joy,,,positive,,emolex
مصادفة سعيدة,joy,white,,positive,,emolex
رائع,joy,red,,positive,strong,emolex
كافأ,joy,green,active,positive,strong,emolex
امتنان,joy,,,positive,strong,emolex
عظمة,joy,,,positive,strong,emolex
أخضر,joy,green,,positive,,emolex
بسعادة,joy,yellow,,positive,strong,emolex
قوي,joy,,,positive,weak,emolex
وئام,joy,white,,positive,strong,emolex
انسجام,joy,,,positive,strong,emolex
شفاء - يشفى,joy,,,positive,weak,emolex
صحي,joy,pink,,positive,strong,emolex
صادر من القلب,joy,pink,,positive,strong,emolex
بإخلاص,joy,,,positive,strong,emolex
السماوات,joy,white,,positive,,emolex
مذهب المتعة,joy,,,negative,,emolex
معاون، مساعد، مفيد، فاعل خير,joy,,active,positive,weak,emolex
بطولي,joy,purple,,positive,strong,emolex
مزاح,joy,,,positive,strong,emolex
مرح,joy,,,positive,strong,emolex
هواية,joy,green,,positive,,emolex
عناق,joy,,active,positive,strong,emolex
إنسانية,joy,,,positive,weak,emolex
روح الدعابة,joy,,,positive,strong,emolex
يا هلا,joy,,,positive,,emolex
إضاءة,joy,,,positive,,emolex
طاهر، نظيف جدا، منظم جدا,joy,white,,positive,strong,emolex
تحسين,joy,,active,positive,weak,emolex
غير منفصل,joy,blue,,positive,,emolex
 ربما ,موحي,joy,,,positive,,emolex
مزاح,joy,,active,positive,strong,emolex
مهرج,joy,purple,,positive,strong,emolex
مرح,joy,,,positive,strong,emolex
فرح,joy,,,positive,strong,emolex
سعيد,joy,yellow,,positive,strong,emolex
مبتهج,joy,yellow,,positive,strong,emolex
متهلل,joy,,,positive,strong,emolex
يوبيل,joy,,,positive,,emolex
قفز,joy,,active,positive,,emolex
طيب القلب,joy,white,,positive,strong,emolex
قطه صغيره,joy,,,positive,,emolex
مجد,joy,brown,,positive,,emolex
عدس,joy,white,,positive,,emolex
ضحك,joy,,passive,positive,strong,emolex
يضحك,joy,yellow,,positive,,emolex
عظمة,joy,green,,positive,,emolex
ميل,joy,yellow,,positive,strong,emolex
محبوب,joy,pink,,positive,strong,emolex
حب,joy,pink,passive,positive,strong,emolex
حبهم,joy,pink,,positive,,emolex
محب,joy,pink,,positive,,emolex
سعيد الحظ,joy,,passive,positive,strong,emolex
بريق,joy,yellow,,positive,strong,emolex
فاخر,joy,,,positive,strong,emolex
ترف,joy,,,positive,strong,emolex
قيثارة,joy,yellow,,positive,,emolex
قيثاري,joy,,,positive,strong,emolex
أغلبية,joy,,,positive,,emolex
أفضل الطعام,joy,white,,positive,,emolex
رائع,joy,,,positive,strong,emolex
رائع,joy,,,positive,strong,emolex
تدليك,joy,pink,,positive,,emolex
تحفة,joy,,,positive,strong,emolex
بارز,joy,blue,,positive,strong,emolex
جدير بالتقدير,joy,red,,positive,strong,emolex
بهجة,joy,yellow,,positive,strong,emolex
مرح,joy,red,,positive,strong,emolex
وزارة,joy,,,positive,,emolex
معجز,joy,yellow,,positive,strong,emolex
طرب,joy,,,positive,strong,emolex
أمومة,joy,,,positive,,emolex
موسيقى,joy,blue,,positive,,emolex
قيلولة,joy,grey,,positive,weak,emolex
ملحوظة,joy,,,positive,strong,emolex
حضانة,joy,,,positive,,emolex
يمكن الحصول عليها,joy,,,positive,,emolex
مناسب,joy,,passive,positive,strong,emolex
أمتياز,joy,green,,negative,strong,emolex
مبتهج,joy,,,positive,strong,emolex
القس,joy,black,,positive,,emolex
معجنات,joy,white,,positive,,emolex
رائع,joy,green,,positive,strong,emolex
مسرح,joy,white,,positive,,emolex
مسرور,joy,purple,active,positive,strong,emolex
ممتع,joy,pink,,positive,strong,emolex
التعهد,joy,,active,positive,strong,emolex
تمارس,joy,,,positive,,emolex
مدح,joy,yellow,active,positive,strong,emolex
أشاد ومدح,joy,,,positive,,emolex
هيبة,joy,,,positive,strong,emolex
سريع جدا,joy,,,positive,,emolex
فخر,joy,,,positive,strong,emolex
حظا,joy,green,,positive,strong,emolex
موكب,joy,green,,positive,,emolex
وعد,joy,,passive,positive,strong,emolex
مزدهر,joy,,,positive,weak,emolex
طهر,joy,white,active,positive,weak,emolex
خرخرة,joy,,active,positive,,emolex
طريف,joy,white,,positive,strong,emolex
مشع,joy,yellow,,positive,strong,emolex
مستغرق,joy,,passive,positive,strong,emolex
لافت للنظر,joy,,,positive,strong,emolex
الإنجاب , توالدي,joy,,,positive,,emolex
مصادر,joy,,,positive,,emolex
تأجيل,joy,,,positive,strong,emolex
متألق,joy,,,positive,strong,emolex
عربد,joy,red,active,positive,strong,emolex
يتمرد,joy,,,positive,,emolex
تبجيل,joy,white,,positive,strong,emolex
موقر,joy,black,,positive,,emolex
فكرة خيالية,joy,,,positive,,emolex
نظمي,joy,,,positive,,emolex
دراجة,joy,,,positive,,emolex
ظريف الطبع,joy,yellow,,positive,,emolex
رومانتيكية,joy,pink,,positive,,emolex
مرح,joy,,,positive,,emolex
آمنة,joy,,,positive,weak,emolex
مفيد,joy,,,positive,strong,emolex
رد التحية,joy,,active,positive,strong,emolex
تقديس,joy,white,,positive,,emolex
راض,joy,,,positive,,emolex
حفظ,joy,,active,positive,,emolex
منحة دراسية,joy,,,positive,,emolex
مثير,joy,,,positive,strong,emolex
الحسي,joy,pink,,positive,,emolex
سخيف,joy,pink,,negative,strong,emolex
ابتسامة,joy,pink,passive,positive,strong,emolex
باسم,joy,yellow,,positive,strong,emolex
السونيتة قصيدة من 14 بيتا,joy,,,positive,,emolex
جهوري,joy,,,positive,,emolex
مهدئ,joy,pink,,positive,,emolex
كلب صغير,joy,brown,,positive,,emolex
خاص,joy,,,positive,weak,emolex
رائع,joy,yellow,,positive,strong,emolex
القرين,joy,,,positive,,emolex
تقوية,joy,green,,positive,,emolex
تسامي,joy,,,positive,,emolex
إشراق,joy,yellow,,positive,,emolex
سوبرمان,joy,blue,,positive,,emolex
نجم النجوم,joy,,,positive,,emolex
مؤيد، مشجع، داعم,joy,,,positive,strong,emolex
تناظر,joy,white,,positive,,emolex
درس,joy,,active,positive,,emolex
مناقصة,joy,,,positive,weak,emolex
إيلام بالضغط,joy,pink,,positive,weak,emolex
شاكر,joy,orange,,positive,strong,emolex
عيد الشكر,joy,orange,,positive,,emolex
علاجي,joy,white,,positive,,emolex
بهرج,joy,green,,positive,,emolex
النخب,joy,yellow,,positive,strong,emolex
هادئ,joy,white,passive,positive,strong,emolex
الطمأنينة,joy,,,positive,strong,emolex
هدنة,joy,blue,,positive,,emolex
صحيح,joy,,,positive,strong,emolex
غير مكره,joy,,,positive,,emolex
فك,joy,,,negative,,emolex
ربيعي,joy,,,positive,,emolex
منتصر,joy,,,positive,,emolex
انتصاري,joy,blue,,positive,weak,emolex
فاضل,joy,white,,positive,strong,emolex
حيوية,joy,,,positive,strong,emolex
مرح,joy,,,positive,strong,emolex
حي,joy,purple,,positive,strong,emolex
أجور,joy,green,,positive,,emolex
ثروة,joy,green,,positive,,emolex
رحب,joy,,,positive,,emolex
غريب الأطوار,joy,pink,,positive,strong,emolex
بياض,joy,white,,positive,,emolex
بارع,joy,,,positive,strong,emolex
رائع,joy,pink,,positive,strong,emolex
بشكل رائع,joy,,,positive,strong,emolex
متحمس,joy,,,positive,strong,emolex
ناقص النمو مخفق,sadness,,,negative,,emolex
غائب,sadness,white,passive,negative,,emolex
الغائب,sadness,,,negative,weak,emolex
سحيق,sadness,black,,negative,strong,emolex
وجع,sadness,,passive,negative,strong,emolex
مؤلم,sadness,red,,negative,,emolex
توعك,sadness,black,passive,negative,weak,emolex
نفور,sadness,,,negative,weak,emolex
إلغاء,sadness,black,,negative,,emolex
لا مبالي,sadness,,passive,negative,strong,emolex
لا مبالاة,sadness,grey,passive,negative,strong,emolex
يعتذر,sadness,,,positive,,emolex
جاف,sadness,brown,,negative,,emolex
رماد,sadness,grey,,negative,,emolex
تخفيف,sadness,yellow,,negative,,emolex
حالة ركود,sadness,,,negative,,emolex
بشكل سيئ,sadness,black,,negative,strong,emolex
